Brand,Name,Size,Price,URL,Timestamp,Note
Lian Li,Lancool III RGB,,659.0,https://czone.my/czone/lian-li-lancool-iii-rgb-computer-case.html,2025-03-19 14:38:35.710559,
Lian Li,Lancool 216 RGB,EATX,459.0,https://czone.my/czone/lancool-216r-x-1737817835.html,2025-03-19 14:38:35.710559,"EATX, TG, Black"
Montech,Air 1000 Silent,ATX,239.0,https://czone.my/czone/air 1000 silent black-1739103113.html,2025-03-19 14:38:35.710559,"ATX, Black"
Hyte,Y40,,669.0,https://czone.my/czone/hyte-y40-computer-case.html,2025-03-19 14:38:35.710559,
NZXT,H9,,669.0,https://czone.my/czone/nzxt-h9-computer-case.html,2025-03-19 14:38:39.410894,
Silverstone,Fara 312Z,mATX,209.0,https://czone.my/czone/sst-fa312z-bg-1739106999.html,2025-03-19 14:38:39.410894,"mATX, TG, ARGB, Black"
Segotep,Memphis-S,,169.0,https://czone.my/czone/segotep-memphis-s-computer-case-m-atx-tg-black-1.html,2025-03-19 14:38:39.410894,
NZXT,H5 Elite,,599.0,https://czone.my/czone/nzxt-h5-elite-computer-case.html,2025-03-19 14:38:39.411895,
NZXT,H5 Flow,,359.0,https://czone.my/czone/nzxt-h5-flow-computer-case.html,2025-03-19 14:38:39.411895,
NZXT,H7 Flow,,485.0,https://czone.my/czone/nzxt-h7-flow-computer-case.html,2025-03-19 14:38:39.411895,
NZXT,H7,,485.0,https://czone.my/czone/nzxt-h7-computer-case.html,2025-03-19 14:38:39.412894,
Tecware,VXM,,,https://czone.my/czone/tecware-vxm-computer-case.html,2025-03-19 14:38:39.412894,
Tecware,Neo TG ARGB,,305.0,https://czone.my/czone/tecware-neo-tg-argb-computer-case.html,2025-03-19 14:38:39.412894,
1st Player,UN1,ITX,129.0,https://czone.my/czone/un1-1739107161.html,2025-03-19 14:38:39.413895,"ITX, Gray"
Lian Li,Lancool II Mesh C,EATX,429.0,https://czone.my/czone/lian-li-lancool-ii-mesh-c-computer-case-eatx-3x-120mm-argb-tg.html,2025-03-19 14:38:39.413895,"EATX, 3x 120mm ARGB, TG"
Cooler Master,Elite E500,ATX,189.0,https://czone.my/czone/cm-e500-kn5n-s00-1739103248.html,2025-03-19 14:38:39.414895,"ATX, Steel, ODD, Black"
Lian Li,Lancool 215,EATX,349.0,https://czone.my/czone/lancool-215-w-1738118704.html,2025-03-19 14:38:39.414895,"EATX, TG, White"
Montech,Air 1000 Lite,ATX,235.0,https://czone.my/czone/montech-air-1000-lite-computer-case-atx-3-x120mm-tg-black.html,2025-03-19 14:38:39.414895,"ATX, 3 x120mm, TG, Black"
Silverstone,Fara H1M Pro,,,https://czone.my/czone/silverstone-fara-h1m-pro-computer-case.html,2025-03-19 14:38:39.414895,
Lian Li,Lancool 205 Mesh W   - DNR,ATX,309.0,https://czone.my/czone/lancool 205 mesh w white-1739103585.html,2025-03-19 14:38:39.415895,"ATX, TG, ARGB, White"
Corsair,Obsidian 4000D Airflow,ATX,339.0,https://czone.my/czone/cc-9011200-ww-1739103224.html,2025-03-19 14:38:39.415895,"ATX, TG, Black"
Thermaltake,V150,mATX,199.0,https://czone.my/czone/ca-1r1-00s1wn-00-1739103190.html,2025-03-19 14:38:39.415895,"mATX, TG, Black"
Tecware,VXC TG,ATX,249.0,https://czone.my/czone/twca-vxc-bk-1739107090.html,2025-03-19 14:38:39.416895,"ATX, TG, BLK"
Corsair,Obsidian 4000D Airflow,ATX,339.0,https://czone.my/czone/cc-9011201-ww-1739103225.html,2025-03-19 14:38:39.416895,"ATX, TG, White"
X-Five,Elegant M8,mATX,179.0,https://czone.my/czone/cpcemm8-1739103271.html,2025-03-19 14:38:39.416895,"mATX, Steel, ODD, 500 Watt Power, Black"
Thermaltake,H350 TG RGB,ATX,259.0,https://czone.my/czone/ca-1r9-00m1wn-00-1739103190.html,2025-03-19 14:38:39.416895,"ATX, TG, Black"
Lian Li,Lancool 215,EATX,339.0,https://czone.my/czone/lancool-215-x-1737817835.html,2025-03-19 14:38:39.417896,"EATX, TG, Black"
Phanteks,Eclipse P400A,,399.0,https://czone.my/czone/phanteks-eclipse-p400a-computer-case.html,2025-03-19 14:38:39.417896,
Silverstone,Lucid LD03   - DNR,ITX,149.0,https://czone.my/czone/sst-ld03b-1739107001.html,2025-03-19 14:38:39.417896,"mini-ITX, TG, Black"
Lian Li,O10WX   - DNR,EATX,499.0,https://czone.my/czone/pc-o10wx-1739103812.html,2025-03-19 14:38:39.417896,"EATX, TG, Black"
