Brand,Name,Socket,Size,RAM Slot,NVME Slot,Wifi,Price,URL,Timestamp,Note
ASUS,ROG Maximus Z790 Hero BTF,LGA1700,ATX,,,,2999.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-maximus-z790-hero-btf-lga1700-atx-motherboard?_pos=54&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Maximus Z890 Apex,LGA1851,ATX,,,,3600.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-maximus-z890-apex-lga1851-atx-motherboard?_pos=55&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Maximus Z890 Extreme,LGA1851,ATX,,,,5200.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-maximus-z890-extreme-lga1851-atx-motherboard?_pos=56&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Maximus Z890 Hero,LGA1851,ATX,,,,3650.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-maximus-z890-hero-lga1851-atx-motherboard?_pos=57&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG STRIX X870-A GAMING,AM5,ATX,,,1.0,2290.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-x870-a-gaming-wifi-am5-atx-motherboard?_pos=65&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG STRIX X870-F GAMING,AM5,ATX,,,1.0,2470.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-x870-f-gaming-wifi-am5-atx-motherboard?_pos=66&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix B650-A Gaming,AM5,ATX,,,1.0,1519.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-b650-a-gaming-wifi-am5-atx-motherboard?_pos=58&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix B650E-I Gaming,AM5,Mini-ITX,,,1.0,1529.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-b650e-i-gaming-wifi-am5-mini-itx-motherboard?_pos=59&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix B660-F Gaming,LGA1700,ATX,,,1.0,849.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-b660-f-gaming-wifi-lga1700-atx-motherboard?_pos=60&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
ASUS,ROG Strix B660-I Gaming,LGA1700,Mini-ITX,,,1.0,999.0,https://brightstarcomp.com/collections/pc-components/products/asus-rog-strix-b660-i-gaming-wifi-lga1700-mini-itx-motherboard?_pos=61&_fid=5b876dc96&_ss=c,2025-03-18 22:07:28,
